gene_id,gene_name,n_alu_plus,n_alu_minus,te_median_alu_plus,te_median_alu_minus,diff
ENSG00000136827,TOR1A,1,1,1.13923,1.53128,-0.392045
ENSG00000136870,ZNF189,1,3,0.681597,1.2484,-0.566807
ENSG00000136874,STX17,3,5,2.43765,2.11598,0.321669
ENSG00000136933,RABEPK,1,5,1.19685,1.08526,0.111589
ENSG00000136937,NCBP1,2,2,2.25307,0.874374,1.3787
ENSG00000136940,PDCL,2,1,3.09205,2.55801,0.534035
ENSG00000137073,UBAP2,3,14,1.50052,1.9324,-0.431882
ENSG00000137145,DENND4C,4,1,1.55039,1.90483,-0.354439
ENSG00000137166,FOXP4,2,2,0.567755,0.358155,0.2096
ENSG00000137207,YIPF3,1,9,3.0644,2.19951,0.864891
ENSG00000137210,TMEM14B,6,8,1.6335,1.08544,0.548055
ENSG00000137221,TJAP1,1,9,0.67609,0.863597,-0.187507
ENSG00000137269,LRRC1,1,2,2.49428,1.59847,0.895811
ENSG00000137274,BPHL,3,3,2.52423,2.11887,0.405358
ENSG00000137409,MTCH1,10,17,1.71398,1.01356,0.700415
ENSG00000137413,TAF8,10,2,0.938837,1.35458,-0.415742
ENSG00000137494,ANKRD42,2,1,1.30867,1.10154,0.20713
ENSG00000137497,NUMA1,6,17,1.35433,1.2015,0.152828
ENSG00000137500,CCDC90B,2,11,3.26534,1.42725,1.83809
ENSG00000137522,RNF121,2,7,0.921105,1.26012,-0.339011
ENSG00000137563,GGH,1,5,6.51474,4.70552,1.80922
ENSG00000137692,DCUN1D5,1,9,20.5075,2.47143,18.036
ENSG00000137710,RDX,1,13,3.50205,2.31896,1.18309
ENSG00000137713,PPP2R1B,1,8,1.08015,1.78144,-0.701288
ENSG00000137806,NDUFAF1,7,2,2.0944,2.73157,-0.637174
ENSG00000137807,KIF23,1,8,2.69741,3.27439,-0.576979
ENSG00000137812,KNL1,2,4,4.18347,3.3687,0.814766
ENSG00000137814,HAUS2,7,3,1.66709,1.30787,0.359214
ENSG00000137815,RTF1,1,1,1.82641,1.54121,0.285202
ENSG00000137822,TUBGCP4,1,7,1.61662,1.36745,0.249174
ENSG00000137824,RMDN3,1,5,1.67113,0.891322,0.779806
ENSG00000137831,UACA,1,5,4.03116,3.77277,0.25839
ENSG00000137845,ADAM10,2,5,6.41378,2.54493,3.86885
ENSG00000137876,RSL24D1,1,7,4.21429,4.48068,-0.266392
ENSG00000137968,SLC44A5,1,1,0.576744,0.562923,0.013821
ENSG00000137992,DBT,2,2,1.64726,2.0186,-0.371339
ENSG00000137996,RTCA,1,2,2.08304,2.50221,-0.419173
ENSG00000138002,IFT172,1,10,1.91587,2.76633,-0.850458
ENSG00000138018,SELENOI,1,2,2.14133,2.26514,-0.123807
ENSG00000138032,PPM1B,1,5,2.30293,2.59817,-0.295239
ENSG00000138035,PNPT1,3,3,3.08727,1.53121,1.55606
ENSG00000138036,DYNC2LI1,2,5,2.29531,4.93631,-2.64101
ENSG00000138069,RAB1A,1,4,5.64713,3.90236,1.74477
ENSG00000138078,PREPL,3,11,2.7759,2.25913,0.516771
ENSG00000138095,LRPPRC,5,32,4.71154,4.50169,0.209843
ENSG00000138111,MFSD13A,2,1,0.337825,0.395496,-0.057671
ENSG00000138190,EXOC6,1,6,2.09722,2.63124,-0.53402
ENSG00000138231,DBR1,5,2,3.60921,2.39119,1.21803
ENSG00000138279,ANXA7,1,2,3.286,3.00703,0.278973
ENSG00000138303,ASCC1,9,13,2.34429,2.39673,-0.052435
ENSG00000138326,RPS24,1,8,3.75699,1.72416,2.03283
ENSG00000138346,DNA2,1,4,1.16921,2.2241,-1.05489
ENSG00000138376,BARD1,1,10,2.05396,1.3612,0.69276
ENSG00000138382,METTL5,1,9,1.41173,1.06499,0.346734
ENSG00000138385,SSB,2,3,6.3342,6.4805,-0.146299
ENSG00000138399,FASTKD1,1,4,1.77223,1.31366,0.45857
ENSG00000138413,IDH1,1,5,4.06355,3.29021,0.773339
ENSG00000138430,OLA1,2,4,1.72161,1.01491,0.7067
ENSG00000138433,CIR1,1,1,2.8097,6.3973,-3.5876
ENSG00000138443,ABI2,6,11,0.683221,1.05295,-0.369724
ENSG00000138495,COX17,2,4,3.02984,2.03112,0.998717
ENSG00000138496,PARP9,1,2,0.987228,1.07713,-0.089899
ENSG00000138592,USP8,2,7,1.65522,1.15475,0.500473
ENSG00000138594,TMOD3,1,3,4.70474,4.36018,0.34456
ENSG00000138600,SPPL2A,1,3,0.667746,1.61558,-0.947833
ENSG00000138663,COPS4,2,4,5.03522,3.97597,1.05925
ENSG00000138674,SEC31A,1,29,1.44453,1.28274,0.161789
ENSG00000138744,NAAA,2,4,1.09637,0.824788,0.271582
ENSG00000138750,NUP54,1,15,10.8244,3.93431,6.8901
ENSG00000138757,G3BP2,7,55,4.70047,4.10292,0.59755
ENSG00000138758,SEPTIN11,1,8,0.737332,3.30156,-2.56423
ENSG00000138760,SCARB2,8,5,2.32164,2.25983,0.061809
ENSG00000138764,CCNG2,1,4,0.640079,0.589829,0.05025
ENSG00000138771,SHROOM3,1,1,0.358004,0.390097,-0.032093
ENSG00000138777,PPA2,3,11,5.1546,3.50465,1.64995
ENSG00000138780,GSTCD,3,5,1.08053,1.95502,-0.874486
ENSG00000138794,CASP6,3,1,3.83526,2.48387,1.35139
ENSG00000138796,HADH,1,18,3.60295,4.51457,-0.911624
ENSG00000138802,SEC24B,2,1,1.04403,1.02,0.024026
ENSG00000138867,GUCD1,3,5,0.303158,0.362021,-0.058863
ENSG00000139131,YARS2,1,1,3.7881,1.76237,2.02573
ENSG00000139146,SINHCAF,4,3,0.627392,0.793718,-0.166326
ENSG00000139154,AEBP2,1,8,1.7827,1.14383,0.63887
ENSG00000139180,NDUFA9,1,2,17.0898,3.41904,13.6708
ENSG00000139187,KLRG1,2,1,1.37647,1.40289,-0.0264175
ENSG00000139218,SCAF11,3,6,3.31474,2.93461,0.380129
ENSG00000139266,MARCHF9,1,1,0.156026,0.27605,-0.120024
ENSG00000139291,TMEM19,3,3,0.921853,0.641196,0.280657
ENSG00000139343,SNRPF,1,2,4.54588,6.79002,-2.24414
ENSG00000139354,GAS2L3,3,3,0.747805,0.91402,-0.166215
ENSG00000139372,TDG,1,5,1.9658,1.44249,0.523312
ENSG00000139410,SDSL,1,4,1.05137,0.920352,0.131015
ENSG00000139428,MMAB,4,4,1.72694,1.48168,0.245265
ENSG00000139433,GLTP,1,4,0.319401,0.867754,-0.548353
ENSG00000139437,TCHP,2,2,1.75695,3.22922,-1.47226
ENSG00000139496,NUP58,7,8,1.47329,1.29578,0.177509
ENSG00000139531,SUOX,3,5,1.2182,1.19076,0.02744
ENSG00000139579,NABP2,3,2,0.570691,0.548442,0.022249
ENSG00000139624,CERS5,7,8,0.76997,1.39511,-0.625139
ENSG00000139644,TMBIM6,5,17,2.61313,2.64453,-0.031402
ENSG00000139719,VPS33A,6,1,2.33913,0.865473,1.47366
ENSG00000139722,VPS37B,1,2,2.29589,0.598257,1.69763
ENSG00000139835,GRTP1,2,2,0.975203,1.13481,-0.159609
ENSG00000139842,CUL4A,2,4,2.66951,1.80355,0.865954
ENSG00000139921,TMX1,1,1,5.93832,2.42062,3.5177
ENSG00000139977,NAA30,1,3,1.45235,0.876237,0.576111
ENSG00000140022,STON2,2,3,0.504336,0.832554,-0.328218
ENSG00000140025,EFCAB11,2,2,4.36798,4.18607,0.181908
ENSG00000140043,PTGR2,3,1,6.16426,3.25424,2.91002
ENSG00000140092,FBLN5,1,3,1.11087,1.09662,0.014241
ENSG00000140105,WARS1,2,32,1.53795,1.9754,-0.437454
ENSG00000140153,WDR20,1,11,0.865847,0.972177,-0.10633
ENSG00000140263,SORD,2,4,2.55515,0.488734,2.06642
ENSG00000140264,SERF2,3,11,12.5192,2.1414,10.3778
ENSG00000140265,ZSCAN29,2,4,0.46851,0.528102,-0.0595915
ENSG00000140299,BNIP2,1,3,1.65022,2.08382,-0.433606
ENSG00000140307,GTF2A2,1,5,3.84821,1.83625,2.01195
ENSG00000140326,CDAN1,3,1,0.869105,0.389474,0.479631
ENSG00000140365,COMMD4,1,9,6.84434,2.11015,4.73419
ENSG00000140374,ETFA,13,12,2.68608,4.5412,-1.85512
ENSG00000140382,HMG20A,3,6,1.72626,1.48563,0.240639
ENSG00000140391,TSPAN3,1,5,8.74302,1.42581,7.31722
ENSG00000140455,USP3,9,7,1.79627,2.00543,-0.209162
ENSG00000140463,BBS4,1,11,4.31478,3.13966,1.17512
ENSG00000140471,LINS1,1,8,1.86512,1.52088,0.344234
ENSG00000140479,PCSK6,2,15,0.783953,0.370303,0.41365
ENSG00000140525,FANCI,2,13,1.75649,1.59077,0.165719
ENSG00000140526,ABHD2,1,4,1.08767,2.30595,-1.21828
ENSG00000140545,MFGE8,1,9,2.22378,1.31708,0.906702
ENSG00000140600,SH3GL3,1,2,1.65462,1.31734,0.337281
ENSG00000140612,SEC11A,1,7,1.54283,1.29659,0.246238
ENSG00000140632,GLYR1,1,7,1.86281,1.41533,0.447481
ENSG00000140650,PMM2,2,15,1.62168,1.25892,0.362769
ENSG00000140694,PARN,7,14,1.42038,1.84263,-0.422252
ENSG00000140718,FTO,7,9,2.56205,1.80981,0.752235
ENSG00000140830,TXNL4B,2,3,2.58092,2.40928,0.171635
ENSG00000140950,MEAK7,3,3,2.01374,1.60086,0.412872
ENSG00000141002,TCF25,1,12,2.15082,0.891469,1.25935
ENSG00000141026,MED9,2,1,1.09252,0.71266,0.379858
ENSG00000141027,NCOR1,1,13,0.687839,0.659081,0.028758
ENSG00000141030,COPS3,1,12,2.98222,2.40487,0.577349
ENSG00000141034,GID4,1,3,0.890969,0.973824,-0.082855
ENSG00000141076,UTP4,1,9,2.52142,1.42223,1.09918
ENSG00000141098,GFOD2,2,4,0.408502,0.387425,0.021078
ENSG00000141127,PRPSAP2,2,23,2.09085,2.07476,0.016095
ENSG00000141179,PCTP,1,5,0.885745,1.37913,-0.493388
ENSG00000141198,TOM1L1,2,16,1.65216,1.63576,0.016407
ENSG00000141252,VPS53,12,16,1.19133,1.69975,-0.508426
ENSG00000141279,NPEPPS,5,11,3.26773,0.773793,2.49393
ENSG00000141298,SSH2,2,7,1.46517,0.426171,1.039
ENSG00000141337,ARSG,1,1,0.588096,0.428692,0.159404
ENSG00000141349,G6PC3,1,17,2.24321,1.10317,1.14004
ENSG00000141367,CLTC,2,15,2.73934,2.5156,0.223741
ENSG00000141380,SS18,2,17,1.35738,3.2039,-1.84652
ENSG00000141385,AFG3L2,1,6,1.20731,1.21152,-0.00421
ENSG00000141401,IMPA2,2,6,1.13424,0.824746,0.309495
ENSG00000141404,GNAL,2,6,0.365621,0.39074,-0.0251195
ENSG00000141456,PELP1,1,7,1.52282,0.970414,0.552409
ENSG00000141458,NPC1,2,4,1.73087,1.37883,0.352035
ENSG00000141499,WRAP53,2,11,1.42955,1.27125,0.158301
ENSG00000141510,TP53,23,1,1.14248,1.27766,-0.135175
ENSG00000141542,RAB40B,1,3,0.979462,0.649149,0.330313
ENSG00000141543,EIF4A3,1,2,5.79429,3.54811,2.24618
ENSG00000141551,CSNK1D,2,8,0.588045,1.57826,-0.990211
ENSG00000141552,ANAPC11,4,18,2.93855,1.95925,0.979304
ENSG00000141556,TBCD,4,22,1.70484,1.67791,0.0269275
ENSG00000141562,NARF,5,11,1.08575,1.08145,0.004301
ENSG00000141569,TRIM65,2,3,0.793498,0.748154,0.0453445
ENSG00000141576,RNF157,4,1,0.199678,0.35501,-0.155332
ENSG00000141627,DYM,3,9,1.57673,1.11368,0.46305
ENSG00000141642,ELAC1,1,2,1.55563,1.40672,0.148909
ENSG00000141644,MBD1,1,13,0.519901,0.593115,-0.073214
ENSG00000141646,SMAD4,6,4,1.5873,2.58732,-1.00003
ENSG00000141696,P3H4,3,2,0.797964,0.640999,0.156965
ENSG00000141698,NT5C3B,1,5,1.1654,0.915917,0.249482
ENSG00000141699,RETREG3,2,7,0.434268,0.490298,-0.05603
ENSG00000141759,TXNL4A,2,8,1.78377,1.23865,0.545114
ENSG00000141867,BRD4,1,6,0.880864,0.662484,0.21838
ENSG00000141971,MVB12A,1,6,2.38994,2.01517,0.37477
ENSG00000141985,SH3GL1,1,5,5.9372,1.21879,4.71842
ENSG00000142002,DPP9,6,3,1.15658,1.06228,0.0943065
ENSG00000142065,ZFP14,1,1,3.03918,2.93834,0.10084
ENSG00000142082,SIRT3,1,8,0.651225,1.01236,-0.361138
ENSG00000142149,HUNK,1,2,0.981529,1.36094,-0.379413
ENSG00000142188,TMEM50B,2,3,1.46203,0.96761,0.49442
ENSG00000142192,APP,1,9,1.77856,1.6929,0.085652
ENSG00000142230,SAE1,2,12,1.02069,1.05257,-0.0318825
ENSG00000142494,SLC47A1,3,2,0.975926,0.974943,0.0009825
ENSG00000142546,NOSIP,1,7,2.99481,1.94363,1.05118
ENSG00000142556,ZNF614,2,2,1.2008,1.66687,-0.466065
ENSG00000142599,RERE,2,11,0.874561,0.496179,0.378383
ENSG00000142751,GPN2,1,2,1.62048,1.29367,0.326802
ENSG00000142856,ITGB3BP,1,2,7.23961,8.7383,-1.49869
ENSG00000142864,SERBP1,2,2,1.0598,0.69677,0.363028
ENSG00000142867,BCL10,1,2,4.49711,4.02252,0.474592
ENSG00000143079,CTTNBP2NL,1,1,1.78632,1.15537,0.630952
ENSG00000143106,PSMA5,1,1,26.5185,10.9509,15.5676
ENSG00000143153,ATP1B1,2,10,2.3864,2.30261,0.0837915
ENSG00000143155,TIPRL,1,1,1.75957,3.11159,-1.35202
ENSG00000143157,POGK,1,2,0.594571,0.553919,0.040652
ENSG00000143158,MPC2,2,1,4.63971,2.06863,2.57107
ENSG00000143162,CREG1,1,1,4.31025,1.07746,3.23278
ENSG00000143164,DCAF6,1,4,0.71931,0.652961,0.0663495
ENSG00000143183,TMCO1,3,5,1.97835,3.97091,-1.99256
ENSG00000143190,POU2F1,6,3,1.72563,1.08193,0.643694
ENSG00000143198,MGST3,2,4,5.50501,3.68614,1.81887
ENSG00000143252,SDHC,1,6,0.165922,0.866678,-0.700756
ENSG00000143322,ABL2,2,5,0.164577,0.420428,-0.255852
ENSG00000143324,XPR1,1,1,1.58879,0.919,0.669787
ENSG00000143337,TOR1AIP1,4,3,1.41842,1.38174,0.03668
ENSG00000143363,PRUNE1,1,7,1.70363,0.916775,0.786853
ENSG00000143373,ZNF687,1,5,0.576829,0.545697,0.031132
ENSG00000143374,TARS2,2,3,2.27238,2.26427,0.0081105
ENSG00000143376,SNX27,2,6,0.739101,2.57827,-1.83917
ENSG00000143384,MCL1,1,4,3.56857,2.63559,0.93298
ENSG00000143390,RFX5,2,14,0.714838,0.381336,0.333502
ENSG00000143409,MINDY1,1,4,0.607917,0.752309,-0.144392
ENSG00000143420,ENSA,1,12,0.642939,0.493073,0.149866
ENSG00000143437,ARNT,2,4,1.49961,0.934208,0.565405
ENSG00000143442,POGZ,5,10,0.543031,0.702916,-0.159885
ENSG00000143457,GOLPH3L,1,1,2.3424,2.15988,0.182513
ENSG00000143458,GABPB2,1,1,0.81207,1.24505,-0.432978
ENSG00000143479,DYRK3,2,3,0.818384,1.61881,-0.800427
ENSG00000143493,INTS7,5,3,1.48977,1.25357,0.236205
ENSG00000143498,TAF1A,2,2,3.66574,3.53322,0.132524
ENSG00000143514,TP53BP2,1,3,1.98864,1.56666,0.421976
ENSG00000143515,ATP8B2,2,2,0.096353,0.123702,-0.027349
ENSG00000143549,TPM3,4,13,1.19746,1.00875,0.188711
ENSG00000143570,SLC39A1,2,7,1.12955,1.01241,0.117139
ENSG00000143612,C1orf43,2,7,0.437443,0.48539,-0.0479465
ENSG00000143614,GATAD2B,2,6,1.3669,1.13729,0.22961
ENSG00000143621,ILF2,1,3,2.17975,2.33536,-0.155604
ENSG00000143622,RIT1,1,6,1.51713,1.85089,-0.333756
ENSG00000143740,SNAP47,1,22,0.692939,0.527126,0.165813
ENSG00000143742,SRP9,4,4,0.257947,0.080433,0.177514
ENSG00000143748,NVL,6,7,1.64431,1.46009,0.184215
ENSG00000143753,DEGS1,1,1,2.28265,2.46313,-0.180479
ENSG00000143771,CNIH4,2,2,9.60595,3.82662,5.77933
ENSG00000143797,MBOAT2,1,3,1.19157,0.885484,0.306083
ENSG00000143845,ETNK2,1,4,0.420266,0.381393,0.0388735
ENSG00000143891,GALM,1,3,1.57709,1.91142,-0.334323
ENSG00000143919,CAMKMT,1,6,1.36427,1.92313,-0.558866
ENSG00000143933,CALM2,1,10,2.88126,2.81038,0.070873
ENSG00000143952,VPS54,1,3,0.487622,0.475936,0.011686
ENSG00000144034,TPRKB,2,1,11.1938,11.1903,0.0035265
ENSG00000144048,DUSP11,2,8,2.81369,2.63099,0.182704
ENSG00000144182,LIPT1,2,4,1.49139,1.50526,-0.01387
ENSG00000144218,AFF3,1,2,0.811157,0.865997,-0.0548395
ENSG00000144224,UBXN4,1,3,2.22737,2.76396,-0.53659
ENSG00000144231,POLR2D,2,1,1.78311,2.70906,-0.925954
ENSG00000144320,LNPK,2,4,2.46681,1.8613,0.605509
ENSG00000144354,CDCA7,1,9,2.66921,2.45927,0.209934
ENSG00000144381,HSPD1,4,15,1.11856,1.40542,-0.28686
ENSG00000144401,METTL21A,1,9,1.08442,0.973084,0.111334
ENSG00000144445,KANSL1L,1,4,1.29765,0.890975,0.406679
ENSG00000144468,RHBDD1,1,8,0.629384,0.702618,-0.0732335
ENSG00000144524,COPS7B,5,13,1.81493,1.67995,0.134987
ENSG00000144535,DIS3L2,2,8,1.73706,1.38447,0.35259
ENSG00000144554,FANCD2,8,1,1.44536,1.58064,-0.135285
ENSG00000144559,TAMM41,3,5,3.03823,2.57622,0.462001
ENSG00000144560,VGLL4,2,13,0.680937,0.654262,0.0266745
ENSG00000144567,RETREG2,1,7,0.773828,0.63293,0.140898
ENSG00000144580,CNOT9,2,4,0.61946,0.874638,-0.255178
ENSG00000144597,EAF1,1,1,2.90488,1.99356,0.911314
ENSG00000144635,DYNC1LI1,1,3,2.02842,4.13382,-2.1054
ENSG00000144659,SLC25A38,1,7,0.371071,0.443779,-0.072708
ENSG00000144677,CTDSPL,1,5,1.09981,0.3535,0.746306
ENSG00000144713,RPL32,2,5,3.49926,1.1621,2.33716
ENSG00000144736,SHQ1,1,4,5.76607,3.67528,2.0908
ENSG00000144741,SLC25A26,3,12,0.651148,1.15507,-0.503927
ENSG00000144746,ARL6IP5,1,3,2.09091,3.87335,-1.78244
ENSG00000144747,TMF1,3,1,4.17044,3.3548,0.815637
ENSG00000144840,RABL3,1,5,6.88753,3.09929,3.78824
ENSG00000144895,EIF2A,2,8,2.02648,1.84942,0.177061
ENSG00000145012,LPP,2,3,2.23886,1.89917,0.339694
ENSG00000145016,RUBCN,2,3,0.722282,0.359737,0.362545
ENSG00000145191,EIF2B5,2,18,1.8138,2.18348,-0.369677
ENSG00000145241,CENPC,1,3,2.32593,2.96997,-0.644035
ENSG00000145247,OCIAD2,1,4,16.5197,4.73678,11.7829
ENSG00000145284,SCD5,1,1,1.02642,2.0866,-1.06018
ENSG00000145287,PLAC8,2,2,1.50694,1.81673,-0.309785
ENSG00000145332,KLHL8,3,2,1.21507,1.35523,-0.140159
ENSG00000145354,CISD2,3,1,2.37675,3.15157,-0.774819
ENSG00000145375,AFG2A,1,1,1.87073,2.88079,-1.01006
ENSG00000145388,METTL14,2,3,6.90606,2.10538,4.80068
ENSG00000145390,USP53,1,5,1.62132,1.03693,0.584397
ENSG00000145391,SETD7,1,3,1.5423,1.21031,0.33199
ENSG00000145439,CBR4,2,4,5.77709,3.98812,1.78897
ENSG00000145495,MARCHF6,1,4,1.37148,1.35358,0.017903
ENSG00000145545,SRD5A1,1,2,1.05013,0.955826,0.0943055
ENSG00000145555,MYO10,3,4,0.642046,0.49738,0.144666
ENSG00000145592,RPL37,2,1,6.36569,1.62422,4.74148
ENSG00000145604,SKP2,7,13,1.52759,1.62668,-0.099083
ENSG00000145715,RASA1,1,4,1.07174,1.36701,-0.295267
ENSG00000145725,PPIP5K2,1,11,4.78853,0.857902,3.93063
ENSG00000145736,GTF2H2,1,2,0.198263,0.208796,-0.010533
ENSG00000145740,SLC30A5,2,4,0.514018,0.88644,-0.372422
ENSG00000145743,FBXL17,1,1,4.62797,1.3606,3.26737
ENSG00000145779,TNFAIP8,1,4,2.48456,3.0169,-0.532347
ENSG00000145782,ATG12,4,2,2.95986,3.22839,-0.268537
ENSG00000145817,YIPF5,3,2,4.47274,2.35457,2.11817
ENSG00000145819,ARHGAP26,2,2,1.21469,1.03488,0.179805
ENSG00000145833,DDX46,1,4,5.46699,2.87369,2.5933
ENSG00000145907,G3BP1,17,38,7.08791,2.67708,4.41083
ENSG00000145916,RMND5B,4,4,0.585648,0.699309,-0.113661
ENSG00000146067,FAM193B,2,9,0.920254,0.662889,0.257365
ENSG00000146143,PRIM2,3,3,0.912626,3.97937,-3.06675
ENSG00000146223,RPL7L1,2,1,0.219594,0.561256,-0.341661
ENSG00000146243,IRAK1BP1,1,2,1.84077,2.30696,-0.466183
ENSG00000146263,MMS22L,3,3,1.42356,1.86398,-0.440418
ENSG00000146267,FAXC,1,1,1.59967,0.534433,1.06523
ENSG00000146278,PNRC1,1,2,1.24385,2.26786,-1.02401
ENSG00000146350,TBC1D32,3,1,2.96755,1.33546,1.6321
ENSG00000146373,RNF217,2,4,0.78582,0.538026,0.247793
ENSG00000146409,SLC18B1,1,4,1.49042,1.44685,0.0435645
ENSG00000146416,AIG1,4,5,5.72145,1.89425,3.8272
ENSG00000146540,CHLSN,1,5,1.26402,0.810023,0.454001
ENSG00000146592,CREB5,1,7,0.540214,1.451,-0.910782
ENSG00000146733,PSPH,5,5,0.870866,0.653537,0.217329
ENSG00000146802,TMEM168,1,5,1.53543,0.954221,0.58121
ENSG00000146842,TMEM209,2,3,1.24071,1.74443,-0.503721
ENSG00000146918,NCAPG2,2,3,1.86778,1.6846,0.183186
ENSG00000147044,CASK,1,19,1.42679,1.4508,-0.024008
ENSG00000147065,MSN,3,3,2.42155,2.37638,0.045163
ENSG00000147099,HDAC8,1,7,1.18461,1.16666,0.017945
ENSG00000147121,KRBOX4,1,5,1.27973,1.12054,0.159193
ENSG00000147133,TAF1,5,1,0.805403,1.14876,-0.343354
ENSG00000147140,NONO,18,4,1.70205,1.60739,0.0946615
ENSG00000147144,CCDC120,2,4,0.444759,0.611217,-0.166458
ENSG00000147224,PRPS1,3,19,1.00545,1.49777,-0.492321
ENSG00000147231,RADX,1,3,2.40972,2.69156,-0.281838
ENSG00000147364,FBXO25,3,3,1.08636,1.05517,0.031187
ENSG00000147416,ATP6V1B2,1,4,5.79737,2.08501,3.71236
ENSG00000147419,CCDC25,1,7,2.47786,2.78372,-0.30586
ENSG00000147454,SLC25A37,1,3,0.345867,0.642191,-0.296324
ENSG00000147457,CHMP7,2,4,0.844072,1.53986,-0.695787
ENSG00000147459,DOCK5,1,4,0.783178,0.602088,0.18109
ENSG00000147471,PLPBP,1,4,1.15919,2.31041,-1.15122
ENSG00000147475,ERLIN2,1,3,1.11776,2.25213,-1.13438
ENSG00000147526,TACC1,6,8,1.16947,1.52049,-0.35102
ENSG00000147548,NSD3,1,7,0.49607,0.642066,-0.145996
ENSG00000147586,MRPS28,3,5,3.49254,4.02304,-0.530508
ENSG00000147592,LACTB2,1,1,7.58626,9.92736,-2.3411
ENSG00000147601,TERF1,8,1,1.08063,0.939342,0.141287
ENSG00000147649,MTDH,1,4,1.26063,1.13677,0.123867
ENSG00000147677,EIF3H,1,7,7.1565,2.44692,4.70958
ENSG00000147679,UTP23,1,5,3.69874,1.55414,2.1446
ENSG00000147789,ZNF7,6,1,1.04978,0.871364,0.178415
ENSG00000147853,AK3,2,2,1.72733,0.967679,0.759647
ENSG00000147854,UHRF2,1,3,2.15098,1.50886,0.642122
ENSG00000147874,HAUS6,1,2,0.674618,0.408634,0.265984
ENSG00000147955,SIGMAR1,1,8,1.27348,1.01061,0.26287
ENSG00000148019,CEP78,3,15,1.30877,1.84424,-0.535472
ENSG00000148153,INIP,1,2,2.53724,4.39711,-1.85987
ENSG00000148175,STOM,1,2,1.97706,1.61493,0.362133
ENSG00000148187,MRRF,1,8,1.92369,0.939231,0.984455
ENSG00000148218,ALAD,1,3,9.57891,2.28388,7.29503
ENSG00000148297,MED22,2,6,1.69153,1.24722,0.444315
ENSG00000148331,ASB6,2,1,2.09209,0.946226,1.14586
ENSG00000148334,PTGES2,2,10,1.25489,1.16222,0.092666
ENSG00000148335,NTMT1,1,9,1.68362,2.60903,-0.92541
ENSG00000148337,CIZ1,2,11,0.539969,0.443685,0.096284
ENSG00000148341,SH3GLB2,2,6,0.984049,0.964485,0.019564
ENSG00000148343,MIGA2,1,3,0.571611,0.608205,-0.036594
ENSG00000148358,GPR107,1,3,1.07894,1.08077,-0.001832
ENSG00000148396,SEC16A,1,9,0.584684,0.574847,0.009837
ENSG00000148606,POLR3A,5,1,3.54275,2.42986,1.11289
ENSG00000148634,HERC4,1,7,2.65991,2.58142,0.078488
ENSG00000148688,RPP30,2,2,4.68327,2.94997,1.7333
ENSG00000148842,CNNM2,1,1,0.751999,0.483835,0.268164
ENSG00000148843,PDCD11,1,2,1.32387,0.716701,0.607174
ENSG00000148950,IMMP1L,1,8,1.11342,1.3764,-0.262982
ENSG00000149016,TUT1,1,4,0.82466,0.832514,-0.0078535
ENSG00000149054,ZNF215,1,2,1.85532,2.10261,-0.24729
ENSG00000149089,APIP,1,1,6.71136,1.62633,5.08503
ENSG00000149100,EIF3M,1,8,12.8934,6.0857,6.80775
ENSG00000149179,CSTPP1,1,10,2.48118,2.26276,0.218426
ENSG00000149187,CELF1,1,15,2.86565,2.0116,0.854049
ENSG00000149257,SERPINH1,2,14,1.99514,1.29274,0.702392
ENSG00000149273,RPS3,1,16,1.4462,0.732654,0.713546
ENSG00000149308,NPAT,1,2,0.900307,2.71645,-1.81614
ENSG00000149346,SLX4IP,1,1,1.311,3.15938,-1.84838
ENSG00000149476,TKFC,1,4,2.42252,1.61279,0.80973
ENSG00000149485,FADS1,3,15,0.924917,1.36003,-0.435116
ENSG00000149503,INCENP,1,2,1.17276,1.02933,0.143425
ENSG00000149541,B3GAT3,2,3,0.382582,0.328526,0.0540555
ENSG00000149547,EI24,1,11,0.2333,0.266321,-0.033021
ENSG00000149554,CHEK1,5,9,2.32449,1.98404,0.340454
ENSG00000149636,DSN1,5,2,3.76268,3.29172,0.470965
ENSG00000149639,MTCL2,1,2,0.195786,0.340275,-0.144489
ENSG00000149716,LTO1,3,5,1.54639,1.30924,0.237153
ENSG00000149792,MRPL49,2,4,2.66426,1.97842,0.685847
ENSG00000149823,VPS51,1,10,0.580873,0.762494,-0.181621
ENSG00000149948,HMGA2,1,8,10.1348,11.9505,-1.81567
ENSG00000150054,MPP7,4,2,1.64014,1.55542,0.084722
ENSG00000150093,ITGB1,4,15,1.40733,1.48078,-0.0734495
ENSG00000150401,DCUN1D2,3,5,0.724866,0.680065,0.044801
ENSG00000150403,TMCO3,1,5,0.557311,0.473511,0.0838
ENSG00000150551,LYPD1,1,2,1.91394,1.00541,0.908533
ENSG00000150593,PDCD4,2,1,10.5592,6.61916,3.94002
ENSG00000150712,MTMR12,3,2,0.520446,0.69294,-0.172494
ENSG00000150756,ATPSCKMT,1,4,2.57585,1.87546,0.700389
ENSG00000150938,CRIM1,1,3,1.07271,0.556765,0.515943
ENSG00000150961,SEC24D,1,6,2.26353,2.6883,-0.424764
ENSG00000151116,UEVLD,1,1,1.85862,1.70599,0.152632
ENSG00000151131,NOPCHAP1,5,1,5.55809,1.76647,3.79162
ENSG00000151135,TMEM263,3,4,2.85133,1.70874,1.14259
ENSG00000151136,ABTB3,1,6,0.739435,0.472411,0.267024
