gene_id,gene_name,n_alu_plus,n_alu_minus,te_median_alu_plus,te_median_alu_minus,diff
ENSG00000108506,INTS2,5,1,2.56511,1.33302,1.23209
ENSG00000108559,NUP88,5,20,1.36911,2.57231,-1.2032
ENSG00000108587,GOSR1,2,5,1.89079,2.06375,-0.172963
ENSG00000108591,DRG2,1,11,2.97293,2.47261,0.50032
ENSG00000108639,SYNGR2,1,6,0.195788,1.17972,-0.983937
ENSG00000108651,UTP6,2,1,6.4163,4.49441,1.92189
ENSG00000108666,C17orf75,1,7,4.60464,1.64266,2.96198
ENSG00000108679,LGALS3BP,1,14,1.94464,1.1079,0.836734
ENSG00000108774,RAB5C,2,5,1.49656,1.66219,-0.165626
ENSG00000108826,MRPL27,1,5,4.447,3.01698,1.43002
ENSG00000108848,LUC7L3,1,17,5.3159,5.24612,0.069787
ENSG00000108854,SMURF2,2,2,0.685175,0.474144,0.211031
ENSG00000108861,DUSP3,2,2,1.64674,1.54638,0.100363
ENSG00000108946,PRKAR1A,1,16,5.45889,3.88235,1.57654
ENSG00000108984,MAP2K6,2,3,2.42007,2.33638,0.0836875
ENSG00000109046,WSB1,2,8,2.14342,3.17016,-1.02674
ENSG00000109066,TMEM104,1,4,0.61284,0.751127,-0.138286
ENSG00000109083,IFT20,1,9,0.935349,1.1726,-0.237247
ENSG00000109084,TMEM97,3,2,1.48767,2.20991,-0.722243
ENSG00000109111,SUPT6H,1,3,0.931209,1.40737,-0.476165
ENSG00000109118,PHF12,1,12,0.474161,0.477256,-0.0030955
ENSG00000109133,TMEM33,1,5,3.72881,3.16392,0.56489
ENSG00000109180,OCIAD1,4,20,4.87684,3.44207,1.43477
ENSG00000109184,DCUN1D4,2,10,2.73928,3.01916,-0.279876
ENSG00000109189,USP46,1,4,1.80009,0.939243,0.860843
ENSG00000109220,CHIC2,1,2,1.03666,1.21145,-0.174795
ENSG00000109270,LAMTOR3,1,1,6.02661,3.87907,2.14754
ENSG00000109381,ELF2,1,7,1.0945,0.951531,0.142967
ENSG00000109458,GAB1,2,6,1.04456,1.75725,-0.712691
ENSG00000109475,RPL34,1,4,0.959671,0.937098,0.0225735
ENSG00000109572,CLCN3,3,4,0.706191,0.680425,0.025766
ENSG00000109576,AADAT,4,2,0.754177,0.84478,-0.0906025
ENSG00000109674,NEIL3,1,1,1.38468,2.42135,-1.03667
ENSG00000109685,NSD2,12,8,0.601702,0.584127,0.017575
ENSG00000109790,KLHL5,2,4,0.624103,0.498121,0.125981
ENSG00000109814,UGDH,4,7,2.6882,1.59287,1.09533
ENSG00000109917,ZPR1,1,5,1.57909,0.56169,1.0174
ENSG00000109929,SC5D,1,3,4.39276,4.40696,-0.014204
ENSG00000110013,SIAE,2,1,1.46754,1.51491,-0.0473665
ENSG00000110060,PUS3,1,4,1.92964,1.78939,0.140254
ENSG00000110063,DCPS,1,1,3.57525,2.69821,0.877041
ENSG00000110066,KMT5B,1,4,1.05211,1.39566,-0.343542
ENSG00000110074,FOXRED1,1,18,1.02537,3.03352,-2.00814
ENSG00000110090,CPT1A,2,6,1.03405,1.51863,-0.484585
ENSG00000110172,CHORDC1,1,8,5.49166,1.75911,3.73255
ENSG00000110200,ANAPC15,1,14,0.781909,0.786946,-0.005037
ENSG00000110315,RNF141,1,3,3.26383,1.49158,1.77225
ENSG00000110395,CBL,3,3,0.691233,0.733679,-0.042446
ENSG00000110429,FBXO3,1,8,5.55303,3.76983,1.78319
ENSG00000110442,COMMD9,1,2,4.60387,2.11916,2.48471
ENSG00000110583,NAA40,1,4,1.36656,1.92716,-0.560602
ENSG00000110660,SLC35F2,2,4,0.799418,1.22664,-0.427223
ENSG00000110696,C11orf58,2,2,3.91866,2.85787,1.06079
ENSG00000110700,RPS13,1,2,1.97724,3.30139,-1.32415
ENSG00000110713,NUP98,4,22,1.24906,1.29187,-0.042811
ENSG00000110717,NDUFS8,1,8,2.00371,1.94224,0.061469
ENSG00000110756,HPS5,3,3,0.854396,0.990549,-0.136153
ENSG00000110801,PSMD9,2,6,4.27012,1.76807,2.50205
ENSG00000110841,PPFIBP1,3,9,1.45347,1.37641,0.07706
ENSG00000110871,COQ5,1,5,0.902905,1.32887,-0.425963
ENSG00000110906,KCTD10,1,10,1.13474,2.33249,-1.19775
ENSG00000110911,SLC11A2,4,6,0.991065,0.974368,0.016697
ENSG00000110917,MLEC,1,3,0.763362,0.486786,0.276576
ENSG00000110921,MVK,2,9,1.46309,1.96389,-0.500799
ENSG00000110931,CAMKK2,7,6,0.384819,0.38141,0.003409
ENSG00000110987,BCL7A,1,1,2.29628,1.50827,0.788017
ENSG00000111011,RSRC2,1,7,13.4423,8.90467,4.53766
ENSG00000111142,METAP2,1,8,3.95665,2.75908,1.19757
ENSG00000111145,ELK3,1,4,0.613053,0.429565,0.183488
ENSG00000111224,PARP11,4,3,1.27284,1.29183,-0.0189915
ENSG00000111237,VPS29,1,6,7.06153,5.26976,1.79177
ENSG00000111261,MANSC1,2,1,1.37861,1.58298,-0.204365
ENSG00000111271,ACAD10,3,5,1.56037,1.53854,0.021833
ENSG00000111275,ALDH2,1,3,6.9603,0.899831,6.06046
ENSG00000111300,NAA25,1,3,0.958051,2.29391,-1.33586
ENSG00000111328,CDK2AP1,1,7,2.39007,0.971689,1.41838
ENSG00000111358,GTF2H3,2,8,1.4201,1.94414,-0.524032
ENSG00000111361,EIF2B1,2,2,1.87346,1.00627,0.867191
ENSG00000111364,DDX55,2,4,2.01022,1.84598,0.164236
ENSG00000111412,SPRING1,1,3,0.288299,0.461164,-0.172865
ENSG00000111445,RFC5,4,3,3.53165,3.079,0.452652
ENSG00000111450,STX2,2,1,0.674629,0.751008,-0.076379
ENSG00000111481,COPZ1,1,12,2.05186,1.81328,0.238588
ENSG00000111530,CAND1,1,3,5.69934,3.25624,2.4431
ENSG00000111540,RAB5B,1,7,1.42435,0.946205,0.478149
ENSG00000111581,NUP107,1,5,7.98385,4.4133,3.57055
ENSG00000111596,CNOT2,5,19,2.55246,2.43762,0.114831
ENSG00000111602,TIMELESS,1,1,0.912836,0.809181,0.103655
ENSG00000111605,CPSF6,2,4,1.09798,1.95207,-0.854083
ENSG00000111615,KRR1,1,1,8.20199,4.15384,4.04815
ENSG00000111641,NOP2,2,11,1.41491,1.58433,-0.169423
ENSG00000111642,CHD4,3,28,0.9308,0.978152,-0.047352
ENSG00000111652,COPS7A,1,18,0.783846,1.24266,-0.458816
ENSG00000111666,CHPT1,2,5,1.53215,0.849189,0.682958
ENSG00000111670,GNPTAB,1,3,0.28554,0.599843,-0.314303
ENSG00000111684,LPCAT3,2,4,1.39268,0.768842,0.623833
ENSG00000111696,NT5DC3,2,1,1.15821,0.968088,0.190126
ENSG00000111725,PRKAB1,1,5,3.36859,2.31301,1.05558
ENSG00000111832,RWDD1,1,4,9.72948,0.843568,8.88591
ENSG00000111877,MCM9,2,4,1.06811,1.28168,-0.213572
ENSG00000111907,TPD52L1,3,8,3.15011,2.02576,1.12435
ENSG00000111912,NCOA7,5,3,1.10115,0.913236,0.187911
ENSG00000111961,SASH1,1,3,0.67034,1.25286,-0.582523
ENSG00000112078,KCTD20,4,4,0.931129,1.10723,-0.176105
ENSG00000112081,SRSF3,3,1,2.76755,4.82789,-2.06034
ENSG00000112118,MCM3,1,4,1.16539,1.44382,-0.278439
ENSG00000112130,RNF8,1,6,3.52477,1.04291,2.48186
ENSG00000112146,FBXO9,2,6,1.49077,0.466072,1.0247
ENSG00000112149,CD83,1,1,1.0907,1.07895,0.011754
ENSG00000112200,ZNF451,1,11,1.59271,1.57231,0.020397
ENSG00000112234,FBXL4,1,1,0.889376,0.71801,0.171366
ENSG00000112237,CCNC,1,13,4.15169,1.38351,2.76817
ENSG00000112276,POPDC1,1,2,0.636417,1.14492,-0.508501
ENSG00000112294,ALDH5A1,3,3,1.76545,1.96922,-0.203768
ENSG00000112339,HBS1L,4,11,1.60014,1.14477,0.455367
ENSG00000112357,PEX7,2,5,2.05463,1.54631,0.50832
ENSG00000112365,ZBTB24,6,2,1.60191,1.4611,0.140806
ENSG00000112394,SLC16A10,3,1,3.23741,1.81947,1.41794
ENSG00000112419,PHACTR2,2,6,0.306739,0.466267,-0.159528
ENSG00000112531,QKI,2,13,2.06988,1.66594,0.403938
ENSG00000112576,CCND3,1,12,1.99017,2.01374,-0.023563
ENSG00000112592,TBP,1,6,1.10346,1.58398,-0.480518
ENSG00000112651,MRPL2,2,3,3.23975,2.46357,0.776181
ENSG00000112695,COX7A2,1,7,2.28297,4.74158,-2.45861
ENSG00000112697,TMEM30A,1,8,4.01905,4.4258,-0.406742
ENSG00000112701,SENP6,1,6,1.23541,1.18037,0.0550385
ENSG00000112769,LAMA4,1,16,1.24348,1.00256,0.240924
ENSG00000112983,BRD8,2,14,1.32559,1.36331,-0.037714
ENSG00000112992,NNT,2,19,2.60001,1.86732,0.732697
ENSG00000113013,HSPA9,1,15,3.14866,5.54748,-2.39881
ENSG00000113048,MRPS27,15,4,2.27215,2.43622,-0.164074
ENSG00000113141,IK,1,5,3.22147,2.0933,1.12816
ENSG00000113161,HMGCR,2,9,3.0865,3.04198,0.044519
ENSG00000113269,RNF130,1,3,1.12198,0.267476,0.854503
ENSG00000113272,THG1L,1,2,3.52027,1.51616,2.00411
ENSG00000113273,ARSB,1,1,0.466187,0.757939,-0.291752
ENSG00000113318,MSH3,4,1,1.31376,1.2023,0.111458
ENSG00000113356,POLR3G,1,6,1.84124,1.15434,0.686902
ENSG00000113441,LNPEP,1,1,1.03322,1.17373,-0.14051
ENSG00000113456,RAD1,2,2,2.06211,2.12228,-0.0601675
ENSG00000113522,RAD50,2,10,10.8299,5.95889,4.87106
ENSG00000113569,NUP155,1,3,1.17958,1.6918,-0.512221
ENSG00000113575,PPP2CA,2,6,8.80194,5.86784,2.9341
ENSG00000113597,TRAPPC13,2,4,3.11864,2.56062,0.558019
ENSG00000113621,TXNDC15,2,5,1.03404,1.34375,-0.309713
ENSG00000113643,RARS1,2,3,0.574253,3.21861,-2.64436
ENSG00000113658,SMAD5,3,6,1.33011,1.95882,-0.628703
ENSG00000113712,CSNK1A1,5,11,2.3164,2.08903,0.227368
ENSG00000113761,ZNF346,2,6,1.5088,0.887624,0.621171
ENSG00000113790,EHHADH,1,2,1.34545,3.8417,-2.49625
ENSG00000113811,SELENOK,1,1,4.55877,2.17247,2.3863
ENSG00000113838,TBCCD1,3,2,0.714212,0.751696,-0.0374835
ENSG00000113851,CRBN,1,4,5.31274,4.92918,0.383564
ENSG00000113971,NPHP3,2,3,2.00715,1.33102,0.676125
ENSG00000114021,NIT2,1,3,20.3026,3.1771,17.1255
ENSG00000114023,FAM162A,7,4,16.3359,14.0339,2.30199
ENSG00000114054,PCCB,5,10,1.68299,1.61144,0.0715525
ENSG00000114107,CEP70,1,9,1.10682,1.22262,-0.115797
ENSG00000114120,SLC25A36,2,8,1.0878,1.41223,-0.324427
ENSG00000114125,RNF7,1,4,2.63197,0.663062,1.9689
ENSG00000114126,TFDP2,3,14,0.739947,1.163,-0.423055
ENSG00000114127,XRN1,3,4,2.11676,2.10115,0.015606
ENSG00000114302,PRKAR2A,2,5,0.660471,0.823438,-0.162967
ENSG00000114316,USP4,1,4,1.3976,1.09341,0.304186
ENSG00000114331,ACAP2,1,6,1.35381,2.25005,-0.896238
ENSG00000114346,ECT2,5,8,2.58137,2.01543,0.565941
ENSG00000114353,GNAI2,2,5,1.51239,1.45004,0.062352
ENSG00000114354,TFG,1,32,1.95998,2.83017,-0.870189
ENSG00000114391,RPL24,1,2,0.659735,0.866483,-0.206749
ENSG00000114450,GNB4,5,5,2.46731,2.59647,-0.129166
ENSG00000114491,UMPS,7,1,2.06745,0.912288,1.15516
ENSG00000114503,NCBP2,4,4,4.13353,4.94596,-0.812433
ENSG00000114529,C3orf52,3,1,0.774817,3.58769,-2.81287
ENSG00000114541,FRMD4B,1,2,1.08871,1.077,0.011701
ENSG00000114544,SLC41A3,1,16,0.740069,0.802026,-0.061957
ENSG00000114573,ATP6V1A,2,2,2.87912,2.73314,0.145975
ENSG00000114744,COMMD2,1,2,5.05357,4.58162,0.471947
ENSG00000114770,ABCC5,2,9,0.967494,0.823038,0.144456
ENSG00000114790,ARHGEF26,3,1,1.1969,0.906294,0.290603
ENSG00000114796,KLHL24,4,7,2.53065,1.57314,0.957511
ENSG00000114850,SSR3,1,4,1.03343,2.30809,-1.27467
ENSG00000114902,SPCS1,1,2,17.1934,5.68372,11.5096
ENSG00000114904,NEK4,4,2,0.287056,0.350585,-0.0635295
ENSG00000114933,INO80D,1,2,1.89745,0.469821,1.42762
ENSG00000114982,KANSL3,1,13,0.518169,1.15206,-0.633889
ENSG00000115020,PIKFYVE,1,6,0.66373,0.936166,-0.272436
ENSG00000115053,NCL,1,14,5.53622,3.74542,1.7908
ENSG00000115084,SLC35F5,1,4,0.953861,1.45944,-0.505575
ENSG00000115107,STEAP3,1,3,0.72693,1.05858,-0.331651
ENSG00000115204,MPV17,2,11,2.15272,1.96489,0.187826
ENSG00000115207,GTF3C2,1,7,0.85735,1.02455,-0.167195
ENSG00000115216,NRBP1,1,4,1.59154,1.39483,0.196704
ENSG00000115268,RPS15,2,10,1.30171,0.331544,0.970171
ENSG00000115286,NDUFS7,1,6,0.49335,3.87718,-3.38383
ENSG00000115364,MRPL19,1,5,3.29431,3.35668,-0.062372
ENSG00000115368,WDR75,1,3,1.99524,2.21987,-0.224633
ENSG00000115421,PAPOLG,2,2,7.1395,3.36767,3.77183
ENSG00000115425,PECR,1,1,4.71733,2.00873,2.7086
ENSG00000115468,EFHD1,1,5,1.89011,1.11748,0.772633
ENSG00000115486,GGCX,1,4,0.411414,2.5122,-2.10078
ENSG00000115520,COQ10B,1,2,1.54083,2.09534,-0.554507
ENSG00000115524,SF3B1,3,5,3.26776,4.23427,-0.966508
ENSG00000115540,MOB4,2,5,2.85176,3.44978,-0.598026
ENSG00000115561,CHMP3,2,1,1.21186,1.88612,-0.674262
ENSG00000115568,ZNF142,1,5,0.512236,0.318289,0.193947
ENSG00000115641,FHL2,1,9,2.1438,1.70323,0.440571
ENSG00000115687,PASK,1,9,0.822525,0.929228,-0.106703
ENSG00000115694,STK25,2,17,1.05214,0.807304,0.244838
ENSG00000115756,HPCAL1,1,7,1.34143,0.675572,0.665862
ENSG00000115760,BIRC6,3,3,0.953733,0.581417,0.372316
ENSG00000115761,NOL10,7,5,4.50693,3.21078,1.29615
ENSG00000115762,PLEKHB2,8,2,1.92925,1.77969,0.149558
ENSG00000115806,GORASP2,1,4,0.381593,1.07687,-0.695276
ENSG00000115827,DCAF17,1,5,2.43538,1.27218,1.16321
ENSG00000115839,RAB3GAP1,3,8,3.55271,5.79991,-2.2472
ENSG00000115866,DARS1,1,4,6.09265,3.93954,2.1531
ENSG00000115904,SOS1,4,6,1.2321,1.01578,0.216327
ENSG00000115942,ORC2,1,2,3.99869,1.77856,2.22012
ENSG00000115946,PNO1,1,1,4.36413,1.81454,2.54959
ENSG00000115970,THADA,2,8,2.61478,1.85057,0.764209
ENSG00000115977,AAK1,4,2,0.860051,1.27625,-0.416203
ENSG00000116005,PCYOX1,3,2,1.83282,1.27553,0.557292
ENSG00000116017,ARID3A,2,1,0.649491,0.669423,-0.019932
ENSG00000116030,SUMO1,2,7,0.244943,0.625206,-0.380263
ENSG00000116062,MSH6,1,12,4.56038,2.42878,2.13159
ENSG00000116095,PLEKHA3,1,2,0.855705,0.234219,0.621486
ENSG00000116133,DHCR24,1,7,0.540329,1.29164,-0.751308
ENSG00000116138,DNAJC16,4,2,1.03695,0.957105,0.0798435
ENSG00000116161,CACYBP,2,3,2.41852,2.11247,0.306052
ENSG00000116198,CEP104,2,3,1.00282,0.788826,0.21399
ENSG00000116199,FAM20B,1,1,0.263555,0.251633,0.011922
ENSG00000116205,TCEANC2,2,1,3.87019,3.30563,0.564561
ENSG00000116209,TMEM59,3,5,5.62273,2.28852,3.33422
ENSG00000116237,ICMT,1,2,0.94012,0.350878,0.589242
ENSG00000116260,QSOX1,1,3,2.75251,0.621482,2.13102
ENSG00000116353,MECR,2,1,2.97753,1.72791,1.24961
ENSG00000116459,ATP5PB,1,1,7.83153,2.03523,5.7963
ENSG00000116473,RAP1A,2,1,5.23156,2.61175,2.61981
ENSG00000116497,S100PBP,2,6,1.98705,0.991804,0.995242
ENSG00000116539,ASH1L,1,12,0.913914,0.833942,0.0799725
ENSG00000116560,SFPQ,2,2,2.43715,1.90565,0.531506
ENSG00000116580,GON4L,2,4,0.501054,0.384934,0.11612
ENSG00000116641,DOCK7,1,15,2.29556,1.70524,0.590316
ENSG00000116685,KIAA2013,1,1,0.205243,0.110195,0.095048
ENSG00000116688,MFN2,5,16,1.22449,1.24107,-0.016578
ENSG00000116747,RO60,2,8,1.98782,3.66759,-1.67977
ENSG00000116750,UCHL5,2,10,2.42651,3.12559,-0.69908
ENSG00000116761,CTH,2,1,4.55067,3.31238,1.23829
ENSG00000116830,TTF2,1,1,3.18214,1.87479,1.30735
ENSG00000116918,TSNAX,1,1,5.95502,5.73381,0.221218
ENSG00000116922,AIRIM,7,2,1.82,2.17986,-0.359857
ENSG00000116984,MTR,4,7,1.97487,2.19183,-0.216957
ENSG00000117020,AKT3,1,12,0.93865,0.460683,0.477967
ENSG00000117139,KDM5B,3,13,1.53013,2.14281,-0.612681
ENSG00000117280,RAB29,3,3,0.944242,1.44933,-0.505087
ENSG00000117298,ECE1,3,6,0.71437,1.05215,-0.337779
ENSG00000117448,AKR1A1,2,4,2.18112,2.17324,0.0078795
ENSG00000117450,PRDX1,1,5,3.17539,2.65135,0.524045
ENSG00000117475,BLZF1,1,4,4.13555,3.34628,0.789266
ENSG00000117481,NSUN4,2,3,1.71068,1.63043,0.080251
ENSG00000117500,TMED5,2,2,3.41006,2.54657,0.863488
ENSG00000117505,DR1,1,1,4.08134,1.75378,2.32756
ENSG00000117528,ABCD3,1,2,2.16018,3.88012,-1.71994
ENSG00000117593,DARS2,1,10,2.53896,2.858,-0.319043
ENSG00000117602,RCAN3,1,8,0.735369,1.02752,-0.292154
ENSG00000117616,RSRP1,3,6,0.904546,0.931944,-0.0273985
ENSG00000117625,RCOR3,1,10,1.24517,1.76377,-0.518607
ENSG00000117632,STMN1,1,5,8.87547,6.76678,2.10868
ENSG00000117640,MTFR1L,1,18,0.892373,0.798196,0.0941775
ENSG00000117650,NEK2,2,1,2.21357,2.15719,0.0563805
ENSG00000117682,DHDDS,9,8,1.1631,1.68581,-0.522709
ENSG00000117697,NSL1,1,3,7.74223,1.62087,6.12137
ENSG00000117758,STX12,1,1,2.01142,2.44437,-0.432949
ENSG00000117859,OSBPL9,5,15,2.47911,1.53802,0.941097
ENSG00000117877,POLR1G,1,3,1.09886,1.44659,-0.347734
ENSG00000117899,MESD,1,4,2.02047,4.64162,-2.62115
ENSG00000117906,RCN2,1,3,6.73473,1.95305,4.78169
ENSG00000118007,STAG1,1,7,1.74946,2.1219,-0.372443
ENSG00000118046,STK11,2,4,0.158591,0.226184,-0.067593
ENSG00000118096,IFT46,1,8,1.55436,1.08747,0.466894
ENSG00000118197,DDX59,1,7,1.65007,1.1698,0.480269
ENSG00000118217,ATF6,11,5,2.14842,1.82849,0.319927
ENSG00000118242,MREG,1,3,0.59979,0.398431,0.201359
ENSG00000118246,FASTKD2,1,3,4.51892,3.70057,0.818343
ENSG00000118260,CREB1,2,9,1.91684,1.52157,0.395272
ENSG00000118420,UBE3D,1,6,1.606,1.66177,-0.0557635
ENSG00000118482,PHF3,1,9,3.82004,2.23162,1.58842
ENSG00000118579,MED28,1,1,2.70201,1.24739,1.45462
ENSG00000118600,RXYLT1,1,7,2.19146,1.85424,0.337217
ENSG00000118689,FOXO3,2,1,0.236849,0.191141,0.0457075
ENSG00000118707,TGIF2,3,6,0.534832,0.516919,0.0179125
ENSG00000118762,PKD2,1,2,0.627734,0.493809,0.133925
ENSG00000118855,MFSD1,1,12,1.10231,1.11526,-0.0129435
ENSG00000118873,RAB3GAP2,8,6,2.54441,2.43764,0.106768
ENSG00000118961,LDAH,7,5,2.7041,2.09438,0.60972
ENSG00000119004,CYP20A1,2,4,1.45459,2.25786,-0.803273
ENSG00000119042,SATB2,1,9,1.24124,1.10279,0.138451
ENSG00000119048,UBE2B,2,2,4.32621,4.53607,-0.209854
ENSG00000119231,SENP5,1,4,0.520071,0.604712,-0.0846405
ENSG00000119285,HEATR1,1,2,1.68479,1.35031,0.334475
ENSG00000119314,PTBP3,3,2,1.65946,1.53582,0.123641
ENSG00000119318,RAD23B,2,3,1.76569,0.917833,0.847854
ENSG00000119383,PTPA,2,22,1.15432,0.940163,0.214156
ENSG00000119392,GLE1,3,8,1.99332,1.58797,0.405346
ENSG00000119402,FBXW2,4,1,0.707114,0.659926,0.0471885
ENSG00000119431,HDHD3,1,1,1.12153,1.04425,0.077286
ENSG00000119487,MAPKAP1,2,12,0.658392,0.551714,0.106678
ENSG00000119522,DENND1A,1,4,0.911634,0.533377,0.378257
ENSG00000119537,KDSR,1,5,1.6018,1.10956,0.492238
ENSG00000119541,VPS4B,1,2,5.33836,4.64217,0.696182
ENSG00000119559,C19orf25,3,8,0.711963,1.06991,-0.35795
ENSG00000119596,YLPM1,1,4,2.83834,0.807802,2.03054
ENSG00000119599,DCAF4,1,6,2.60275,1.49828,1.10447
ENSG00000119616,FCF1,1,6,1.33169,1.15312,0.17857
ENSG00000119638,NEK9,3,6,2.30711,1.86794,0.439168
ENSG00000119661,DNAL1,4,5,1.37916,1.81425,-0.435091
ENSG00000119682,AREL1,2,8,0.376528,0.345696,0.030832
ENSG00000119685,TTLL5,2,5,1.33826,0.423742,0.914513
ENSG00000119688,ABCD4,1,16,1.74193,1.06192,0.680008
ENSG00000119705,SLIRP,1,9,8.22882,5.88865,2.34017
ENSG00000119707,RBM25,3,5,7.72304,4.85516,2.86788
ENSG00000119711,ALDH6A1,2,1,2.7089,3.55507,-0.846167
ENSG00000119718,EIF2B2,1,3,8.3384,2.02215,6.31625
ENSG00000119720,NRDE2,1,4,4.53212,1.08832,3.4438
ENSG00000119725,ZNF410,4,13,0.756947,1.16737,-0.410425
ENSG00000119760,SUPT7L,2,3,2.21315,1.38538,0.827775
ENSG00000119787,ATL2,4,8,1.30392,2.17204,-0.868123
ENSG00000119812,FAM98A,3,6,7.00975,4.03504,2.97471
ENSG00000119820,YIPF4,1,2,9.75727,3.00749,6.74978
ENSG00000119906,SLF2,1,4,0.754344,0.927124,-0.17278
ENSG00000119912,IDE,1,1,3.52477,4.85804,-1.33327
ENSG00000119969,HELLS,3,9,1.18382,3.18682,-2.003
ENSG00000119979,DENND10,2,1,3.22685,0.722968,2.50389
ENSG00000120029,ARMH3,1,2,1.81666,1.29373,0.522937
ENSG00000120137,PANK3,1,1,1.16826,0.367608,0.800651
ENSG00000120253,NUP43,2,3,1.41862,1.49583,-0.077207
ENSG00000120256,LRP11,1,1,2.65738,1.51803,1.13935
ENSG00000120265,PCMT1,1,9,1.6057,3.60881,-2.0031
ENSG00000120314,WDR55,1,2,1.11212,2.54468,-1.43256
ENSG00000120438,TCP1,1,10,2.08323,1.50934,0.573881
ENSG00000120451,SNX19,1,5,0.915779,0.678641,0.237138
ENSG00000120533,ENY2,1,6,10.0044,19.4686,-9.46422
ENSG00000120539,MASTL,1,3,1.11633,0.873143,0.243183
ENSG00000120647,CCDC77,1,5,4.41704,3.67131,0.745723
ENSG00000120656,TAF12,1,8,3.45784,1.96226,1.49559
ENSG00000120662,MTRF1,3,3,1.55915,1.37436,0.184784
ENSG00000120686,UFM1,1,2,3.26245,6.01777,-2.75532
ENSG00000120690,ELF1,1,4,0.927081,1.6782,-0.751122
ENSG00000120693,SMAD9,1,2,0.563282,0.671183,-0.107901
ENSG00000120694,HSPH1,2,4,6.02864,4.36512,1.66352
ENSG00000120756,PLS1,1,5,3.74221,3.67967,0.062535
ENSG00000120784,ZFP30,3,4,2.52506,4.32381,-1.79875
ENSG00000120798,NR2C1,1,6,5.94543,3.9295,2.01594
ENSG00000120802,TMPO,2,4,1.98087,2.43128,-0.450414
ENSG00000120837,NFYB,2,1,4.58676,3.11436,1.4724
ENSG00000120860,WASHC3,3,5,1.70549,3.2346,-1.5291
ENSG00000120868,APAF1,5,4,1.09564,0.97036,0.125279
ENSG00000120875,DUSP4,1,1,1.01777,1.78991,-0.772139
ENSG00000120889,TNFRSF10B,1,2,1.02167,1.02107,0.0005935
ENSG00000120925,RNF170,2,3,1.37329,1.18609,0.187203
ENSG00000120942,UBIAD1,2,2,0.901359,0.813533,0.087826
ENSG00000120948,TARDBP,2,25,3.20235,1.45608,1.74627
ENSG00000120963,ZNF706,5,8,2.93594,2.08304,0.852896
ENSG00000121022,COPS5,1,5,2.06924,3.57809,-1.50885
ENSG00000121039,RDH10,1,2,1.20966,1.35939,-0.149732
ENSG00000121060,TRIM25,2,3,3.25523,0.79344,2.46179
ENSG00000121067,SPOP,8,11,2.03477,1.5612,0.473568
ENSG00000121152,NCAPH,1,5,3.17527,1.7215,1.45376
ENSG00000121289,CEP89,2,4,1.49237,1.06189,0.430478
ENSG00000121350,PYROXD1,1,4,1.2089,2.2791,-1.0702
ENSG00000121542,SEC22A,2,7,3.61515,2.14887,1.46627
ENSG00000121579,NAA50,1,8,1.9835,3.8392,-1.8557
ENSG00000121749,TBC1D15,1,8,7.06717,4.57925,2.48793
ENSG00000121864,ZNF639,4,4,1.34269,0.932244,0.410451
ENSG00000121897,LIAS,1,2,2.05891,2.31404,-0.255134
ENSG00000121903,ZSCAN20,2,1,0.607,0.499953,0.107047
ENSG00000121957,GPSM2,4,7,1.30833,1.32645,-0.0181185
ENSG00000121988,ZRANB3,4,1,3.2982,3.6894,-0.391199
ENSG00000122068,FYTTD1,4,4,1.54567,2.39778,-0.852109
ENSG00000122203,KIAA1191,5,4,0.114272,0.155963,-0.0416905
ENSG00000122218,COPA,12,1,4.77127,4.64048,0.130799
ENSG00000122299,ZC3H7A,1,10,1.71173,1.43629,0.275436
ENSG00000122359,ANXA11,3,3,3.76206,1.48713,2.27493
ENSG00000122390,NAA60,2,21,1.11109,1.09482,0.0162735
ENSG00000122406,RPL5,1,4,1.83338,1.02663,0.806751
ENSG00000122483,CCDC18,1,3,1.08645,1.33544,-0.248986
ENSG00000122490,SLC66A2,2,5,0.429777,0.649809,-0.220032
ENSG00000122545,SEPTIN7,3,5,3.64658,1.4137,2.23289
ENSG00000122550,KLHL7,1,5,5.98137,3.00526,2.97611
ENSG00000122557,HERPUD2,2,4,1.5209,1.38825,0.132651
ENSG00000122565,CBX3,1,4,6.31557,2.88571,3.42986
ENSG00000122566,HNRNPA2B1,4,38,10.323,10.8354,-0.512344
ENSG00000122591,HYCC1,2,8,3.46927,3.00511,0.464155
ENSG00000122642,FKBP9,3,1,0.833863,0.778969,0.054894
ENSG00000122705,CLTA,1,7,2.82341,1.6709,1.15251
ENSG00000122729,ACO1,1,2,2.35715,1.75652,0.600633
ENSG00000122779,TRIM24,1,1,3.87909,2.32513,1.55395
ENSG00000122882,ECD,2,5,3.042,2.60461,0.437395
ENSG00000122912,SLC25A16,1,4,2.20609,0.690078,1.51601
ENSG00000122958,VPS26A,1,4,8.08038,4.40277,3.67762
ENSG00000122965,RBM19,1,3,0.944598,0.726584,0.218014
ENSG00000122970,IFT81,2,4,3.48182,3.65299,-0.171167
ENSG00000123106,CCDC91,1,7,1.93384,2.93833,-1.00449
ENSG00000123124,WWP1,1,2,0.285035,0.422335,-0.1373
ENSG00000123130,ACOT9,1,5,3.12574,2.68006,0.445687
ENSG00000123143,PKN1,1,7,0.170336,0.35419,-0.183854
ENSG00000123154,WDR83,1,5,2.15058,1.03584,1.11474
ENSG00000123159,GIPC1,2,9,0.648372,0.716202,-0.06783
