gene_id,gene_name,n_alu_plus,n_alu_minus,te_median_alu_plus,te_median_alu_minus,diff,pct_change
ENSG00000110696,C11orf58,2,2,3.91866,2.85787,1.06079,37.1182
ENSG00000110700,RPS13,1,2,1.97724,3.30139,-1.32415,-40.109
ENSG00000110713,NUP98,4,22,1.24906,1.29187,-0.042811,-3.31388
ENSG00000110717,NDUFS8,1,8,2.00371,1.94224,0.061469,3.16485
ENSG00000110756,HPS5,3,3,0.854396,0.990549,-0.136153,-13.7452
ENSG00000110801,PSMD9,2,6,4.27012,1.76807,2.50205,141.513
ENSG00000110841,PPFIBP1,3,9,1.45347,1.37641,0.07706,5.59861
ENSG00000110871,COQ5,1,5,0.902905,1.32887,-0.425963,-32.0546
ENSG00000110906,KCTD10,1,10,1.13474,2.33249,-1.19775,-51.3507
ENSG00000110911,SLC11A2,4,6,0.991065,0.974368,0.016697,1.71362
ENSG00000110917,MLEC,1,3,0.763362,0.486786,0.276576,56.8168
ENSG00000110921,MVK,2,9,1.46309,1.96389,-0.500799,-25.5004
ENSG00000110931,CAMKK2,7,6,0.384819,0.38141,0.003409,0.893789
ENSG00000110987,BCL7A,1,1,2.29628,1.50827,0.788017,52.2465
ENSG00000111011,RSRC2,1,7,13.4423,8.90467,4.53766,50.9582
ENSG00000111142,METAP2,1,8,3.95665,2.75908,1.19757,43.4046
ENSG00000111145,ELK3,1,4,0.613053,0.429565,0.183488,42.7148
ENSG00000111224,PARP11,4,3,1.27284,1.29183,-0.0189915,-1.47012
ENSG00000111237,VPS29,1,6,7.06153,5.26976,1.79177,34.0009
ENSG00000111261,MANSC1,2,1,1.37861,1.58298,-0.204365,-12.9101
ENSG00000111271,ACAD10,3,5,1.56037,1.53854,0.021833,1.41907
ENSG00000111275,ALDH2,1,3,6.9603,0.899831,6.06046,673.511
ENSG00000111300,NAA25,1,3,0.958051,2.29391,-1.33586,-58.2351
ENSG00000111328,CDK2AP1,1,7,2.39007,0.971689,1.41838,145.971
ENSG00000111358,GTF2H3,2,8,1.4201,1.94414,-0.524032,-26.9545
ENSG00000111361,EIF2B1,2,2,1.87346,1.00627,0.867191,86.179
ENSG00000111364,DDX55,2,4,2.01022,1.84598,0.164236,8.89691
ENSG00000111412,SPRING1,1,3,0.288299,0.461164,-0.172865,-37.4845
ENSG00000111445,RFC5,4,3,3.53165,3.079,0.452652,14.7013
ENSG00000111450,STX2,2,1,0.674629,0.751008,-0.076379,-10.1702
ENSG00000111481,COPZ1,1,12,2.05186,1.81328,0.238588,13.1578
ENSG00000111530,CAND1,1,3,5.69934,3.25624,2.4431,75.0282
ENSG00000111540,RAB5B,1,7,1.42435,0.946205,0.478149,50.5333
ENSG00000111581,NUP107,1,5,7.98385,4.4133,3.57055,80.9043
ENSG00000111596,CNOT2,5,19,2.55246,2.43762,0.114831,4.71078
ENSG00000111602,TIMELESS,1,1,0.912836,0.809181,0.103655,12.8099
ENSG00000111605,CPSF6,2,4,1.09798,1.95207,-0.854083,-43.7528
ENSG00000111615,KRR1,1,1,8.20199,4.15384,4.04815,97.4557
ENSG00000111641,NOP2,2,11,1.41491,1.58433,-0.169423,-10.6936
ENSG00000111642,CHD4,3,28,0.9308,0.978152,-0.047352,-4.84097
ENSG00000111652,COPS7A,1,18,0.783846,1.24266,-0.458816,-36.922
ENSG00000111666,CHPT1,2,5,1.53215,0.849189,0.682958,80.4247
ENSG00000111670,GNPTAB,1,3,0.28554,0.599843,-0.314303,-52.3975
ENSG00000111684,LPCAT3,2,4,1.39268,0.768842,0.623833,81.1394
ENSG00000111696,NT5DC3,2,1,1.15821,0.968088,0.190126,19.6393
ENSG00000111725,PRKAB1,1,5,3.36859,2.31301,1.05558,45.6369
ENSG00000111832,RWDD1,1,4,9.72948,0.843568,8.88591,1053.37
ENSG00000111877,MCM9,2,4,1.06811,1.28168,-0.213572,-16.6634
ENSG00000111907,TPD52L1,3,8,3.15011,2.02576,1.12435,55.5029
ENSG00000111912,NCOA7,5,3,1.10115,0.913236,0.187911,20.5764
ENSG00000111961,SASH1,1,3,0.67034,1.25286,-0.582523,-46.4953
ENSG00000112078,KCTD20,4,4,0.931129,1.10723,-0.176105,-15.905
ENSG00000112081,SRSF3,3,1,2.76755,4.82789,-2.06034,-42.6757
ENSG00000112118,MCM3,1,4,1.16539,1.44382,-0.278439,-19.2848
ENSG00000112130,RNF8,1,6,3.52477,1.04291,2.48186,237.975
ENSG00000112146,FBXO9,2,6,1.49077,0.466072,1.0247,219.859
ENSG00000112149,CD83,1,1,1.0907,1.07895,0.011754,1.0894
ENSG00000112200,ZNF451,1,11,1.59271,1.57231,0.020397,1.29726
ENSG00000112234,FBXL4,1,1,0.889376,0.71801,0.171366,23.8668
ENSG00000112237,CCNC,1,13,4.15169,1.38351,2.76817,200.083
ENSG00000112276,POPDC1,1,2,0.636417,1.14492,-0.508501,-44.4137
ENSG00000112294,ALDH5A1,3,3,1.76545,1.96922,-0.203768,-10.3476
ENSG00000112339,HBS1L,4,11,1.60014,1.14477,0.455367,39.778
ENSG00000112357,PEX7,2,5,2.05463,1.54631,0.50832,32.873
ENSG00000112365,ZBTB24,6,2,1.60191,1.4611,0.140806,9.63693
ENSG00000112394,SLC16A10,3,1,3.23741,1.81947,1.41794,77.9318
ENSG00000112419,PHACTR2,2,6,0.306739,0.466267,-0.159528,-34.2139
ENSG00000112531,QKI,2,13,2.06988,1.66594,0.403938,24.2468
ENSG00000112576,CCND3,1,12,1.99017,2.01374,-0.023563,-1.17011
ENSG00000112592,TBP,1,6,1.10346,1.58398,-0.480518,-30.3361
ENSG00000112651,MRPL2,2,3,3.23975,2.46357,0.776181,31.5064
ENSG00000112695,COX7A2,1,7,2.28297,4.74158,-2.45861,-51.8522
ENSG00000112697,TMEM30A,1,8,4.01905,4.4258,-0.406742,-9.19026
ENSG00000112701,SENP6,1,6,1.23541,1.18037,0.0550385,4.66282
ENSG00000112769,LAMA4,1,16,1.24348,1.00256,0.240924,24.0309
ENSG00000112983,BRD8,2,14,1.32559,1.36331,-0.037714,-2.76636
ENSG00000112992,NNT,2,19,2.60001,1.86732,0.732697,39.2379
ENSG00000113013,HSPA9,1,15,3.14866,5.54748,-2.39881,-43.2415
ENSG00000113048,MRPS27,15,4,2.27215,2.43622,-0.164074,-6.73479
ENSG00000113141,IK,1,5,3.22147,2.0933,1.12816,53.894
ENSG00000113161,HMGCR,2,9,3.0865,3.04198,0.044519,1.46349
ENSG00000113269,RNF130,1,3,1.12198,0.267476,0.854503,319.469
ENSG00000113272,THG1L,1,2,3.52027,1.51616,2.00411,132.183
ENSG00000113273,ARSB,1,1,0.466187,0.757939,-0.291752,-38.4928
ENSG00000113318,MSH3,4,1,1.31376,1.2023,0.111458,9.27045
ENSG00000113356,POLR3G,1,6,1.84124,1.15434,0.686902,59.5061
ENSG00000113441,LNPEP,1,1,1.03322,1.17373,-0.14051,-11.9713
ENSG00000113456,RAD1,2,2,2.06211,2.12228,-0.0601675,-2.83504
ENSG00000113522,RAD50,2,10,10.8299,5.95889,4.87106,81.7445
ENSG00000113569,NUP155,1,3,1.17958,1.6918,-0.512221,-30.2767
ENSG00000113575,PPP2CA,2,6,8.80194,5.86784,2.9341,50.0031
ENSG00000113597,TRAPPC13,2,4,3.11864,2.56062,0.558019,21.7924
ENSG00000113621,TXNDC15,2,5,1.03404,1.34375,-0.309713,-23.0484
ENSG00000113643,RARS1,2,3,0.574253,3.21861,-2.64436,-82.1584
ENSG00000113658,SMAD5,3,6,1.33011,1.95882,-0.628703,-32.0961
ENSG00000113712,CSNK1A1,5,11,2.3164,2.08903,0.227368,10.8839
ENSG00000113761,ZNF346,2,6,1.5088,0.887624,0.621171,69.9814
ENSG00000113790,EHHADH,1,2,1.34545,3.8417,-2.49625,-64.9778
ENSG00000113811,SELENOK,1,1,4.55877,2.17247,2.3863,109.843
ENSG00000113838,TBCCD1,3,2,0.714212,0.751696,-0.0374835,-4.98653
ENSG00000113851,CRBN,1,4,5.31274,4.92918,0.383564,7.7815
ENSG00000113971,NPHP3,2,3,2.00715,1.33102,0.676125,50.7974
ENSG00000114021,NIT2,1,3,20.3026,3.1771,17.1255,539.03
ENSG00000114023,FAM162A,7,4,16.3359,14.0339,2.30199,16.403
ENSG00000114054,PCCB,5,10,1.68299,1.61144,0.0715525,4.44028
ENSG00000114107,CEP70,1,9,1.10682,1.22262,-0.115797,-9.47126
ENSG00000114120,SLC25A36,2,8,1.0878,1.41223,-0.324427,-22.9727
ENSG00000114125,RNF7,1,4,2.63197,0.663062,1.9689,296.941
ENSG00000114126,TFDP2,3,14,0.739947,1.163,-0.423055,-36.3761
ENSG00000114127,XRN1,3,4,2.11676,2.10115,0.015606,0.742735
ENSG00000114302,PRKAR2A,2,5,0.660471,0.823438,-0.162967,-19.791
ENSG00000114316,USP4,1,4,1.3976,1.09341,0.304186,27.82
ENSG00000114331,ACAP2,1,6,1.35381,2.25005,-0.896238,-39.8319
ENSG00000114346,ECT2,5,8,2.58137,2.01543,0.565941,28.0804
ENSG00000114353,GNAI2,2,5,1.51239,1.45004,0.062352,4.30001
ENSG00000114354,TFG,1,32,1.95998,2.83017,-0.870189,-30.7469
ENSG00000114391,RPL24,1,2,0.659735,0.866483,-0.206749,-23.8606
ENSG00000114450,GNB4,5,5,2.46731,2.59647,-0.129166,-4.97467
ENSG00000114491,UMPS,7,1,2.06745,0.912288,1.15516,126.622
ENSG00000114503,NCBP2,4,4,4.13353,4.94596,-0.812433,-16.4262
ENSG00000114529,C3orf52,3,1,0.774817,3.58769,-2.81287,-78.4035
ENSG00000114541,FRMD4B,1,2,1.08871,1.077,0.011701,1.08644
ENSG00000114544,SLC41A3,1,16,0.740069,0.802026,-0.061957,-7.72506
ENSG00000114573,ATP6V1A,2,2,2.87912,2.73314,0.145975,5.34092
ENSG00000114744,COMMD2,1,2,5.05357,4.58162,0.471947,10.3009
ENSG00000114770,ABCC5,2,9,0.967494,0.823038,0.144456,17.5516
ENSG00000114790,ARHGEF26,3,1,1.1969,0.906294,0.290603,32.065
ENSG00000114796,KLHL24,4,7,2.53065,1.57314,0.957511,60.8661
ENSG00000114850,SSR3,1,4,1.03343,2.30809,-1.27467,-55.226
ENSG00000114902,SPCS1,1,2,17.1934,5.68372,11.5096,202.502
ENSG00000114904,NEK4,4,2,0.287056,0.350585,-0.0635295,-18.121
ENSG00000114933,INO80D,1,2,1.89745,0.469821,1.42762,303.866
ENSG00000114982,KANSL3,1,13,0.518169,1.15206,-0.633889,-55.0223
ENSG00000115020,PIKFYVE,1,6,0.66373,0.936166,-0.272436,-29.1012
ENSG00000115053,NCL,1,14,5.53622,3.74542,1.7908,47.8131
ENSG00000115084,SLC35F5,1,4,0.953861,1.45944,-0.505575,-34.6418
ENSG00000115107,STEAP3,1,3,0.72693,1.05858,-0.331651,-31.3298
ENSG00000115204,MPV17,2,11,2.15272,1.96489,0.187826,9.55912
ENSG00000115207,GTF3C2,1,7,0.85735,1.02455,-0.167195,-16.319
ENSG00000115216,NRBP1,1,4,1.59154,1.39483,0.196704,14.1023
ENSG00000115268,RPS15,2,10,1.30171,0.331544,0.970171,292.622
ENSG00000115286,NDUFS7,1,6,0.49335,3.87718,-3.38383,-87.2755
ENSG00000115364,MRPL19,1,5,3.29431,3.35668,-0.062372,-1.85815
ENSG00000115368,WDR75,1,3,1.99524,2.21987,-0.224633,-10.1192
ENSG00000115421,PAPOLG,2,2,7.1395,3.36767,3.77183,112.001
ENSG00000115425,PECR,1,1,4.71733,2.00873,2.7086,134.841
ENSG00000115468,EFHD1,1,5,1.89011,1.11748,0.772633,69.1408
ENSG00000115486,GGCX,1,4,0.411414,2.5122,-2.10078,-83.6233
ENSG00000115520,COQ10B,1,2,1.54083,2.09534,-0.554507,-26.4638
ENSG00000115524,SF3B1,3,5,3.26776,4.23427,-0.966508,-22.8258
ENSG00000115540,MOB4,2,5,2.85176,3.44978,-0.598026,-17.3352
ENSG00000115561,CHMP3,2,1,1.21186,1.88612,-0.674262,-35.7486
ENSG00000115568,ZNF142,1,5,0.512236,0.318289,0.193947,60.9342
ENSG00000115641,FHL2,1,9,2.1438,1.70323,0.440571,25.8668
ENSG00000115687,PASK,1,9,0.822525,0.929228,-0.106703,-11.483
ENSG00000115694,STK25,2,17,1.05214,0.807304,0.244838,30.3279
ENSG00000115756,HPCAL1,1,7,1.34143,0.675572,0.665862,98.5627
ENSG00000115760,BIRC6,3,3,0.953733,0.581417,0.372316,64.036
ENSG00000115761,NOL10,7,5,4.50693,3.21078,1.29615,40.3686
ENSG00000115762,PLEKHB2,8,2,1.92925,1.77969,0.149558,8.40358
ENSG00000115806,GORASP2,1,4,0.381593,1.07687,-0.695276,-64.5646
ENSG00000115827,DCAF17,1,5,2.43538,1.27218,1.16321,91.4344
ENSG00000115839,RAB3GAP1,3,8,3.55271,5.79991,-2.2472,-38.7454
ENSG00000115866,DARS1,1,4,6.09265,3.93954,2.1531,54.6537
ENSG00000115904,SOS1,4,6,1.2321,1.01578,0.216327,21.2966
ENSG00000115942,ORC2,1,2,3.99869,1.77856,2.22012,124.827
ENSG00000115946,PNO1,1,1,4.36413,1.81454,2.54959,140.509
ENSG00000115970,THADA,2,8,2.61478,1.85057,0.764209,41.2959
ENSG00000115977,AAK1,4,2,0.860051,1.27625,-0.416203,-32.6113
ENSG00000116005,PCYOX1,3,2,1.83282,1.27553,0.557292,43.691
ENSG00000116017,ARID3A,2,1,0.649491,0.669423,-0.019932,-2.97749
ENSG00000116030,SUMO1,2,7,0.244943,0.625206,-0.380263,-60.822
ENSG00000116062,MSH6,1,12,4.56038,2.42878,2.13159,87.7639
ENSG00000116095,PLEKHA3,1,2,0.855705,0.234219,0.621486,265.344
ENSG00000116133,DHCR24,1,7,0.540329,1.29164,-0.751308,-58.1671
ENSG00000116138,DNAJC16,4,2,1.03695,0.957105,0.0798435,8.34219
ENSG00000116161,CACYBP,2,3,2.41852,2.11247,0.306052,14.4879
ENSG00000116198,CEP104,2,3,1.00282,0.788826,0.21399,27.1277
ENSG00000116199,FAM20B,1,1,0.263555,0.251633,0.011922,4.73785
ENSG00000116205,TCEANC2,2,1,3.87019,3.30563,0.564561,17.0788
ENSG00000116209,TMEM59,3,5,5.62273,2.28852,3.33422,145.693
ENSG00000116237,ICMT,1,2,0.94012,0.350878,0.589242,167.934
ENSG00000116260,QSOX1,1,3,2.75251,0.621482,2.13102,342.894
ENSG00000116353,MECR,2,1,2.97753,1.72791,1.24961,72.3193
ENSG00000116459,ATP5PB,1,1,7.83153,2.03523,5.7963,284.798
ENSG00000116473,RAP1A,2,1,5.23156,2.61175,2.61981,100.308
ENSG00000116497,S100PBP,2,6,1.98705,0.991804,0.995242,100.347
ENSG00000116539,ASH1L,1,12,0.913914,0.833942,0.0799725,9.5897
ENSG00000116560,SFPQ,2,2,2.43715,1.90565,0.531506,27.8911
ENSG00000116580,GON4L,2,4,0.501054,0.384934,0.11612,30.1662
ENSG00000116641,DOCK7,1,15,2.29556,1.70524,0.590316,34.6177
ENSG00000116685,KIAA2013,1,1,0.205243,0.110195,0.095048,86.2544
ENSG00000116688,MFN2,5,16,1.22449,1.24107,-0.016578,-1.33578
ENSG00000116747,RO60,2,8,1.98782,3.66759,-1.67977,-45.8003
ENSG00000116750,UCHL5,2,10,2.42651,3.12559,-0.69908,-22.3664
ENSG00000116761,CTH,2,1,4.55067,3.31238,1.23829,37.3836
ENSG00000116830,TTF2,1,1,3.18214,1.87479,1.30735,69.733
ENSG00000116918,TSNAX,1,1,5.95502,5.73381,0.221218,3.85814
ENSG00000116922,AIRIM,7,2,1.82,2.17986,-0.359857,-16.5083
ENSG00000116984,MTR,4,7,1.97487,2.19183,-0.216957,-9.89847
ENSG00000117020,AKT3,1,12,0.93865,0.460683,0.477967,103.752
ENSG00000117139,KDM5B,3,13,1.53013,2.14281,-0.612681,-28.5924
ENSG00000117280,RAB29,3,3,0.944242,1.44933,-0.505087,-34.8497
ENSG00000117298,ECE1,3,6,0.71437,1.05215,-0.337779,-32.1037
ENSG00000117448,AKR1A1,2,4,2.18112,2.17324,0.0078795,0.362569
ENSG00000117450,PRDX1,1,5,3.17539,2.65135,0.524045,19.7652
ENSG00000117475,BLZF1,1,4,4.13555,3.34628,0.789266,23.5864
ENSG00000117481,NSUN4,2,3,1.71068,1.63043,0.080251,4.92207
ENSG00000117500,TMED5,2,2,3.41006,2.54657,0.863488,33.9079
ENSG00000117505,DR1,1,1,4.08134,1.75378,2.32756,132.716
ENSG00000117528,ABCD3,1,2,2.16018,3.88012,-1.71994,-44.3269
ENSG00000117593,DARS2,1,10,2.53896,2.858,-0.319043,-11.1632
ENSG00000117602,RCAN3,1,8,0.735369,1.02752,-0.292154,-28.4329
ENSG00000117616,RSRP1,3,6,0.904546,0.931944,-0.0273985,-2.93993
ENSG00000117625,RCOR3,1,10,1.24517,1.76377,-0.518607,-29.4033
ENSG00000117632,STMN1,1,5,8.87547,6.76678,2.10868,31.1622
ENSG00000117640,MTFR1L,1,18,0.892373,0.798196,0.0941775,11.7988
ENSG00000117650,NEK2,2,1,2.21357,2.15719,0.0563805,2.61361
ENSG00000117682,DHDDS,9,8,1.1631,1.68581,-0.522709,-31.0064
ENSG00000117697,NSL1,1,3,7.74223,1.62087,6.12137,377.66
ENSG00000117758,STX12,1,1,2.01142,2.44437,-0.432949,-17.7121
ENSG00000117859,OSBPL9,5,15,2.47911,1.53802,0.941097,61.189
ENSG00000117877,POLR1G,1,3,1.09886,1.44659,-0.347734,-24.0382
ENSG00000117899,MESD,1,4,2.02047,4.64162,-2.62115,-56.4705
ENSG00000117906,RCN2,1,3,6.73473,1.95305,4.78169,244.832
ENSG00000118007,STAG1,1,7,1.74946,2.1219,-0.372443,-17.5523
ENSG00000118046,STK11,2,4,0.158591,0.226184,-0.067593,-29.8841
ENSG00000118096,IFT46,1,8,1.55436,1.08747,0.466894,42.934
ENSG00000118197,DDX59,1,7,1.65007,1.1698,0.480269,41.0557
ENSG00000118217,ATF6,11,5,2.14842,1.82849,0.319927,17.4968
ENSG00000118242,MREG,1,3,0.59979,0.398431,0.201359,50.538
ENSG00000118246,FASTKD2,1,3,4.51892,3.70057,0.818343,22.1139
ENSG00000118260,CREB1,2,9,1.91684,1.52157,0.395272,25.978
ENSG00000118420,UBE3D,1,6,1.606,1.66177,-0.0557635,-3.35567
ENSG00000118482,PHF3,1,9,3.82004,2.23162,1.58842,71.1778
ENSG00000118579,MED28,1,1,2.70201,1.24739,1.45462,116.614
ENSG00000118600,RXYLT1,1,7,2.19146,1.85424,0.337217,18.1862
ENSG00000118689,FOXO3,2,1,0.236849,0.191141,0.0457075,23.913
ENSG00000118707,TGIF2,3,6,0.534832,0.516919,0.0179125,3.46524
ENSG00000118762,PKD2,1,2,0.627734,0.493809,0.133925,27.1209
ENSG00000118855,MFSD1,1,12,1.10231,1.11526,-0.0129435,-1.16058
ENSG00000118873,RAB3GAP2,8,6,2.54441,2.43764,0.106768,4.37998
ENSG00000118961,LDAH,7,5,2.7041,2.09438,0.60972,29.1122
ENSG00000119004,CYP20A1,2,4,1.45459,2.25786,-0.803273,-35.5768
ENSG00000119042,SATB2,1,9,1.24124,1.10279,0.138451,12.5546
ENSG00000119048,UBE2B,2,2,4.32621,4.53607,-0.209854,-4.62635
ENSG00000119231,SENP5,1,4,0.520071,0.604712,-0.0846405,-13.9968
ENSG00000119285,HEATR1,1,2,1.68479,1.35031,0.334475,24.7702
ENSG00000119314,PTBP3,3,2,1.65946,1.53582,0.123641,8.05049
ENSG00000119318,RAD23B,2,3,1.76569,0.917833,0.847854,92.3757
ENSG00000119383,PTPA,2,22,1.15432,0.940163,0.214156,22.7786
ENSG00000119392,GLE1,3,8,1.99332,1.58797,0.405346,25.526
ENSG00000119402,FBXW2,4,1,0.707114,0.659926,0.0471885,7.15057
ENSG00000119431,HDHD3,1,1,1.12153,1.04425,0.077286,7.40112
ENSG00000119487,MAPKAP1,2,12,0.658392,0.551714,0.106678,19.3357
ENSG00000119522,DENND1A,1,4,0.911634,0.533377,0.378257,70.9174
ENSG00000119537,KDSR,1,5,1.6018,1.10956,0.492238,44.3632
ENSG00000119541,VPS4B,1,2,5.33836,4.64217,0.696182,14.9969
ENSG00000119559,C19orf25,3,8,0.711963,1.06991,-0.35795,-33.456
ENSG00000119596,YLPM1,1,4,2.83834,0.807802,2.03054,251.366
ENSG00000119599,DCAF4,1,6,2.60275,1.49828,1.10447,73.7154
ENSG00000119616,FCF1,1,6,1.33169,1.15312,0.17857,15.4858
ENSG00000119638,NEK9,3,6,2.30711,1.86794,0.439168,23.5109
ENSG00000119661,DNAL1,4,5,1.37916,1.81425,-0.435091,-23.9818
ENSG00000119682,AREL1,2,8,0.376528,0.345696,0.030832,8.91883
ENSG00000119685,TTLL5,2,5,1.33826,0.423742,0.914513,215.818
ENSG00000119688,ABCD4,1,16,1.74193,1.06192,0.680008,64.0357
ENSG00000119705,SLIRP,1,9,8.22882,5.88865,2.34017,39.7404
ENSG00000119707,RBM25,3,5,7.72304,4.85516,2.86788,59.0687
ENSG00000119711,ALDH6A1,2,1,2.7089,3.55507,-0.846167,-23.8017
ENSG00000119718,EIF2B2,1,3,8.3384,2.02215,6.31625,312.354
ENSG00000119720,NRDE2,1,4,4.53212,1.08832,3.4438,316.434
ENSG00000119725,ZNF410,4,13,0.756947,1.16737,-0.410425,-35.158
ENSG00000119760,SUPT7L,2,3,2.21315,1.38538,0.827775,59.7509
ENSG00000119787,ATL2,4,8,1.30392,2.17204,-0.868123,-39.9681
ENSG00000119812,FAM98A,3,6,7.00975,4.03504,2.97471,73.7218
ENSG00000119820,YIPF4,1,2,9.75727,3.00749,6.74978,224.432
ENSG00000119906,SLF2,1,4,0.754344,0.927124,-0.17278,-18.6361
ENSG00000119912,IDE,1,1,3.52477,4.85804,-1.33327,-27.4445
ENSG00000119969,HELLS,3,9,1.18382,3.18682,-2.003,-62.8527
ENSG00000119979,DENND10,2,1,3.22685,0.722968,2.50389,346.334
ENSG00000120029,ARMH3,1,2,1.81666,1.29373,0.522937,40.421
ENSG00000120137,PANK3,1,1,1.16826,0.367608,0.800651,217.8
ENSG00000120253,NUP43,2,3,1.41862,1.49583,-0.077207,-5.16149
ENSG00000120256,LRP11,1,1,2.65738,1.51803,1.13935,75.0548
ENSG00000120265,PCMT1,1,9,1.6057,3.60881,-2.0031,-55.506
ENSG00000120314,WDR55,1,2,1.11212,2.54468,-1.43256,-56.2962
ENSG00000120438,TCP1,1,10,2.08323,1.50934,0.573881,38.0219
ENSG00000120451,SNX19,1,5,0.915779,0.678641,0.237138,34.9431
ENSG00000120533,ENY2,1,6,10.0044,19.4686,-9.46422,-48.6127
ENSG00000120539,MASTL,1,3,1.11633,0.873143,0.243183,27.8515
ENSG00000120647,CCDC77,1,5,4.41704,3.67131,0.745723,20.3122
ENSG00000120656,TAF12,1,8,3.45784,1.96226,1.49559,76.2177
ENSG00000120662,MTRF1,3,3,1.55915,1.37436,0.184784,13.4451
ENSG00000120686,UFM1,1,2,3.26245,6.01777,-2.75532,-45.7864
ENSG00000120690,ELF1,1,4,0.927081,1.6782,-0.751122,-44.7575
ENSG00000120693,SMAD9,1,2,0.563282,0.671183,-0.107901,-16.0762
ENSG00000120694,HSPH1,2,4,6.02864,4.36512,1.66352,38.1093
ENSG00000120756,PLS1,1,5,3.74221,3.67967,0.062535,1.69947
ENSG00000120784,ZFP30,3,4,2.52506,4.32381,-1.79875,-41.601
ENSG00000120798,NR2C1,1,6,5.94543,3.9295,2.01594,51.3026
ENSG00000120802,TMPO,2,4,1.98087,2.43128,-0.450414,-18.5258
ENSG00000120837,NFYB,2,1,4.58676,3.11436,1.4724,47.2776
ENSG00000120860,WASHC3,3,5,1.70549,3.2346,-1.5291,-47.2734
ENSG00000120868,APAF1,5,4,1.09564,0.97036,0.125279,12.9105
ENSG00000120875,DUSP4,1,1,1.01777,1.78991,-0.772139,-43.1385
ENSG00000120889,TNFRSF10B,1,2,1.02167,1.02107,0.0005935,0.058125
ENSG00000120925,RNF170,2,3,1.37329,1.18609,0.187203,15.7832
ENSG00000120942,UBIAD1,2,2,0.901359,0.813533,0.087826,10.7956
ENSG00000120948,TARDBP,2,25,3.20235,1.45608,1.74627,119.929
ENSG00000120963,ZNF706,5,8,2.93594,2.08304,0.852896,40.9447
ENSG00000121022,COPS5,1,5,2.06924,3.57809,-1.50885,-42.1691
ENSG00000121039,RDH10,1,2,1.20966,1.35939,-0.149732,-11.0146
ENSG00000121060,TRIM25,2,3,3.25523,0.79344,2.46179,310.268
ENSG00000121067,SPOP,8,11,2.03477,1.5612,0.473568,30.3335
ENSG00000121152,NCAPH,1,5,3.17527,1.7215,1.45376,84.4472
ENSG00000121289,CEP89,2,4,1.49237,1.06189,0.430478,40.5389
ENSG00000121350,PYROXD1,1,4,1.2089,2.2791,-1.0702,-46.9572
ENSG00000121542,SEC22A,2,7,3.61515,2.14887,1.46627,68.2345
ENSG00000121579,NAA50,1,8,1.9835,3.8392,-1.8557,-48.3356
ENSG00000121749,TBC1D15,1,8,7.06717,4.57925,2.48793,54.3305
ENSG00000121864,ZNF639,4,4,1.34269,0.932244,0.410451,44.0283
ENSG00000121897,LIAS,1,2,2.05891,2.31404,-0.255134,-11.0255
ENSG00000121903,ZSCAN20,2,1,0.607,0.499953,0.107047,21.4113
ENSG00000121957,GPSM2,4,7,1.30833,1.32645,-0.0181185,-1.36594
ENSG00000121988,ZRANB3,4,1,3.2982,3.6894,-0.391199,-10.6033
ENSG00000122068,FYTTD1,4,4,1.54567,2.39778,-0.852109,-35.5374
ENSG00000122203,KIAA1191,5,4,0.114272,0.155963,-0.0416905,-26.7311
ENSG00000122218,COPA,12,1,4.77127,4.64048,0.130799,2.81864
ENSG00000122299,ZC3H7A,1,10,1.71173,1.43629,0.275436,19.1769
ENSG00000122359,ANXA11,3,3,3.76206,1.48713,2.27493,152.974
ENSG00000122390,NAA60,2,21,1.11109,1.09482,0.0162735,1.48641
ENSG00000122406,RPL5,1,4,1.83338,1.02663,0.806751,78.5825
ENSG00000122483,CCDC18,1,3,1.08645,1.33544,-0.248986,-18.6445
ENSG00000122490,SLC66A2,2,5,0.429777,0.649809,-0.220032,-33.861
ENSG00000122545,SEPTIN7,3,5,3.64658,1.4137,2.23289,157.947
ENSG00000122550,KLHL7,1,5,5.98137,3.00526,2.97611,99.0303
ENSG00000122557,HERPUD2,2,4,1.5209,1.38825,0.132651,9.55521
ENSG00000122565,CBX3,1,4,6.31557,2.88571,3.42986,118.857
ENSG00000122566,HNRNPA2B1,4,38,10.323,10.8354,-0.512344,-4.72844
ENSG00000122591,HYCC1,2,8,3.46927,3.00511,0.464155,15.4455
ENSG00000122642,FKBP9,3,1,0.833863,0.778969,0.054894,7.04701
ENSG00000122705,CLTA,1,7,2.82341,1.6709,1.15251,68.9757
ENSG00000122729,ACO1,1,2,2.35715,1.75652,0.600633,34.1945
ENSG00000122779,TRIM24,1,1,3.87909,2.32513,1.55395,66.8329
ENSG00000122882,ECD,2,5,3.042,2.60461,0.437395,16.7931
ENSG00000122912,SLC25A16,1,4,2.20609,0.690078,1.51601,219.687
ENSG00000122958,VPS26A,1,4,8.08038,4.40277,3.67762,83.5296
ENSG00000122965,RBM19,1,3,0.944598,0.726584,0.218014,30.0053
ENSG00000122970,IFT81,2,4,3.48182,3.65299,-0.171167,-4.68567
ENSG00000123106,CCDC91,1,7,1.93384,2.93833,-1.00449,-34.1858
ENSG00000123124,WWP1,1,2,0.285035,0.422335,-0.1373,-32.5098
ENSG00000123130,ACOT9,1,5,3.12574,2.68006,0.445687,16.6298
ENSG00000123143,PKN1,1,7,0.170336,0.35419,-0.183854,-51.9083
